table_name , partition_name ,subpartition_name , num_rows , sample_size , last_analyzed , global_stats , stale_stats
FT_T_GLAG,,,0,0,09-MAY-17,YES,NO
FT_T_GLHP,,,0,0,09-MAY-17,YES,NO
FT_T_GLLG,,,0,0,09-MAY-17,YES,NO
FT_T_GLLL,,,0,0,09-MAY-17,YES,NO
FT_T_GLRD,,,0,0,09-MAY-17,YES,NO
FT_T_GLRL,,,0,0,09-MAY-17,YES,NO
FT_T_GLUD,,,0,0,09-MAY-17,YES,NO
FT_T_GNCM,,,0,0,09-MAY-17,YES,NO
FT_T_GNST,,,0,0,09-MAY-17,YES,NO
FT_T_GPCS,,,0,0,08-MAR-18,YES,NO
FT_T_GPRC,,,0,0,09-MAY-17,YES,NO
FT_T_GPVC,,,0,0,09-MAY-17,YES,NO
FT_T_GPVP,,,0,0,09-MAY-17,YES,NO
FT_T_GTBD,,,0,0,09-MAY-17,YES,NO
FT_T_GTBP,,,0,0,09-MAY-17,YES,NO
FT_T_GTBS,,,0,0,09-MAY-17,YES,NO
FT_T_GTST,,,0,0,09-MAY-17,YES,NO
FT_T_GUCA,,,859,859,05-MAR-18,YES,NO
FT_T_GUGP,,,31,31,05-MAR-18,YES,NO
FT_T_GUGR,,,1,1,05-MAR-18,YES,NO
FT_T_GUID,,,919,919,05-MAR-18,YES,NO
FT_T_GUNL,,,0,0,09-MAY-17,YES,NO
FT_T_GUNT,,,2002,2002,05-MAR-18,YES,NO
FT_T_GURE,,,0,0,09-MAY-17,YES,NO
FT_T_GURT,,,0,0,08-MAR-18,YES,NO
FT_T_GUSS,,,0,0,09-MAY-17,YES,NO
FT_T_GUST,,,0,0,09-MAY-17,YES,NO
FT_T_GUTZ,,,7,7,05-MAR-18,YES,NO
FT_T_HCUT,,,0,0,09-MAY-17,YES,NO
FT_T_HENC,,,0,0,09-MAY-17,YES,NO
FT_T_HENH,,,0,0,09-MAY-17,YES,NO
FT_T_HENJ,,,0,0,09-MAY-17,YES,NO
FT_T_HENR,,,13,13,09-MAY-17,YES,NO
FT_T_HOLD,,,0,0,09-MAY-17,YES,NO
FT_T_HOLH,,,0,0,09-MAY-17,YES,NO
FT_T_HOLH,FT_T_HOLH_P0,,0,,09-MAY-17,YES,NO
FT_T_HOLJ,,,0,0,09-MAY-17,YES,NO
FT_T_HOLJ,FT_T_HOLJ_P0,,0,,09-MAY-17,YES,NO
FT_T_HOLR,,,260,260,09-MAY-17,YES,NO
FT_T_HOLV,,,0,0,09-MAY-17,YES,NO
FT_T_HSDF,,,4,4,05-MAR-18,YES,NO
FT_T_IAAM,,,0,0,09-MAY-17,YES,NO
FT_T_IAAN,,,0,0,09-MAY-17,YES,NO
FT_T_IAAS,,,0,0,09-MAY-17,YES,NO
FT_T_IACC,,,0,0,09-MAY-17,YES,NO
FT_T_IACD,,,138,138,05-MAR-18,YES,NO
FT_T_IACF,,,0,0,09-MAY-17,YES,NO
FT_T_IACL,,,0,0,09-MAY-17,YES,NO
FT_T_IACM,,,0,0,09-MAY-17,YES,NO
FT_T_IACS,,,0,0,09-MAY-17,YES,NO
FT_T_IADC,,,0,0,09-MAY-17,YES,NO
FT_T_IADS,,,0,0,09-MAY-17,YES,NO
FT_T_IADT,,,0,0,08-MAR-18,YES,NO
FT_T_IAED,,,0,0,09-MAY-17,YES,NO
FT_T_IAEH,,,0,0,09-MAY-17,YES,NO
FT_T_IAEI,,,0,0,09-MAY-17,YES,NO
FT_T_IAEL,,,0,0,09-MAY-17,YES,NO
FT_T_IAES,,,0,0,09-MAY-17,YES,NO
FT_T_IAEV,,,0,0,09-MAY-17,YES,NO
FT_T_IAFI,,,0,0,09-MAY-17,YES,NO
FT_T_IAFN,,,0,0,09-MAY-17,YES,NO
FT_T_IAFP,,,0,0,09-MAY-17,YES,NO
FT_T_IAFS,,,0,0,09-MAY-17,YES,NO
FT_T_IAGP,,,0,0,09-MAY-17,YES,NO
FT_T_IAGR,,,0,0,09-MAY-17,YES,NO
FT_T_IAGU,,,0,0,09-MAY-17,YES,NO
FT_T_IAID,,,0,0,09-MAY-17,YES,NO
FT_T_IAIN,,,0,0,09-MAY-17,YES,NO
FT_T_IAIP,,,0,0,09-MAY-17,YES,NO
FT_T_IAIT,,,0,0,09-MAY-17,YES,NO
FT_T_IALG,,,0,0,09-MAY-17,YES,NO
FT_T_IAMA,,,0,0,09-MAY-17,YES,NO
FT_T_IANI,,,0,0,09-MAY-17,YES,NO
FT_T_IAOF,,,0,0,20-OCT-17,YES,NO
FT_T_IAPD,,,0,0,09-MAY-17,YES,NO
FT_T_IAPM,,,0,0,09-MAY-17,YES,NO
FT_T_IAPR,,,0,0,09-MAY-17,YES,NO
FT_T_IAPS,,,0,0,09-MAY-17,YES,NO
FT_T_IAPU,,,0,0,09-MAY-17,YES,NO
FT_T_IARD,,,0,0,09-MAY-17,YES,NO
FT_T_IASA,,,0,0,09-MAY-17,YES,NO
FT_T_IASC,,,0,0,09-MAY-17,YES,NO
FT_T_IASS,,,0,0,09-MAY-17,YES,NO
FT_T_IATB,,,0,0,09-MAY-17,YES,NO
FT_T_IATC,,,0,0,09-MAY-17,YES,NO
FT_T_IATP,,,0,0,09-MAY-17,YES,NO
FT_T_IATR,,,0,0,09-MAY-17,YES,NO
FT_T_IATT,,,0,0,09-MAY-17,YES,NO
FT_T_IATY,,,214,214,05-MAR-18,YES,NO
FT_T_IAVS,,,0,0,09-MAY-17,YES,NO
FT_T_IAXR,,,0,0,09-MAY-17,YES,NO
FT_T_IBMR,,,0,0,09-MAY-17,YES,NO
FT_T_ICGR,,,0,0,09-MAY-17,YES,NO
FT_T_ICUH,,,0,0,09-MAY-17,YES,NO
FT_T_ICUR,,,0,0,09-MAY-17,YES,NO
FT_T_IDCH,,,0,0,09-MAY-17,YES,NO
FT_T_IDCS,,,41,41,05-MAR-18,YES,NO
FT_T_IDDF,,,0,0,09-MAY-17,YES,NO
FT_T_IDMC,,,0,0,09-MAY-17,YES,NO
FT_T_IDMV,,,39675,39675,16-MAR-18,YES,NO
FT_T_IEDF,,,0,0,05-MAR-18,YES,NO
FT_T_IENC,,,0,0,09-MAY-17,YES,NO
FT_T_IEVP,,,0,0,09-MAY-17,YES,NO
FT_T_IICP,,,83,83,05-MAR-18,YES,NO
FT_T_IMKR,,,0,0,08-MAR-18,YES,NO
FT_T_IMXR,,,0,0,09-MAY-17,YES,NO
FT_T_INCH,,,0,0,09-MAY-17,YES,NO
FT_T_INCL,,,25054,25054,08-MAR-18,YES,NO
FT_T_INCS,,,272,272,05-MAR-18,YES,NO
FT_T_INLM,,,0,0,09-MAY-17,YES,NO
FT_T_INRE,,,0,0,09-MAY-17,YES,NO
FT_T_INRO,,,0,0,09-MAY-17,YES,NO
FT_T_INRS,,,0,0,09-MAY-17,YES,NO
FT_T_INSN,,,0,0,09-MAY-17,YES,NO
FT_T_INVC,,,0,0,09-MAY-17,YES,NO
FT_T_INVD,,,0,0,09-MAY-17,YES,NO
FT_T_INVI,,,0,0,09-MAY-17,YES,NO
FT_T_INVL,,,0,0,09-MAY-17,YES,NO
FT_T_IPAS,,,0,0,09-MAY-17,YES,NO
FT_T_IPDF,,,0,0,09-MAY-17,YES,NO
FT_T_IPGP,,,0,0,09-MAY-17,YES,NO
FT_T_IPGR,,,0,0,09-MAY-17,YES,NO
FT_T_IPST,,,0,0,05-MAR-18,YES,NO
FT_T_IPTD,,,0,0,08-JUN-17,YES,NO
FT_T_IRAS,,,0,0,09-MAY-17,YES,NO
FT_T_IRBR,,,0,0,09-MAY-17,YES,NO
FT_T_IRCL,,,0,0,08-JUN-17,YES,NO
FT_T_IRDE,,,0,0,09-MAY-17,YES,NO
FT_T_IREC,,,55,55,05-MAR-18,YES,NO
FT_T_IRGP,,,0,0,09-MAY-17,YES,NO
FT_T_IRGR,,,0,0,09-MAY-17,YES,NO
FT_T_IRGS,,,0,0,20-OCT-17,YES,NO
FT_T_IRGU,,,0,0,16-MAR-18,YES,NO
FT_T_IRID,,,0,0,16-MAR-18,YES,NO
FT_T_IRRD,,,0,0,09-MAY-17,YES,NO
FT_T_IRRL,,,0,0,09-MAY-17,YES,NO
FT_T_IRRT,,,0,0,08-JUN-17,YES,NO
FT_T_IRST,,,0,0,09-MAY-17,YES,NO
FT_T_IRTY,,,51,51,05-MAR-18,YES,NO
FT_T_ISAM,,,0,0,09-MAY-17,YES,NO
FT_T_ISAN,,,0,0,09-MAY-17,YES,NO
FT_T_ISAS,,,0,0,08-JUN-17,YES,NO
FT_T_ISCA,,,0,0,09-MAY-17,YES,NO
FT_T_ISCD,,,101,101,05-MAR-18,YES,NO
FT_T_ISCG,,,0,0,09-MAY-17,YES,NO
FT_T_ISCL,,,0,0,09-MAY-17,YES,NO
FT_T_ISCM,,,0,0,09-MAY-17,YES,NO
FT_T_ISDC,,,0,0,09-MAY-17,YES,NO
FT_T_ISDE,,,595,595,05-MAR-18,YES,NO
FT_T_ISDH,,,0,0,09-MAY-17,YES,NO
FT_T_ISDI,,,0,0,09-MAY-17,YES,NO
FT_T_ISDT,,,0,0,09-MAY-17,YES,NO
FT_T_ISGP,,,36771,36771,13-MAR-18,YES,NO
FT_T_ISGR,,,4,4,20-OCT-17,YES,NO
FT_T_ISGU,,,0,0,09-MAY-17,YES,NO
FT_T_ISHQ,,,0,0,05-MAR-18,YES,NO
FT_T_ISID,,,153146,153146,15-MAR-18,YES,NO
FT_T_ISJD,,,0,0,09-MAY-17,YES,NO
FT_T_ISLL,,,0,0,05-MAR-18,YES,NO
FT_T_ISMC,,,0,0,09-MAY-17,YES,NO
FT_T_ISNP,,,0,0,08-MAR-18,YES,NO
FT_T_ISOV,,,0,0,09-MAY-17,YES,NO
FT_T_ISPC,,,2370375,2370375,05-MAR-18,YES,NO
FT_T_ISPS,,,0,0,20-OCT-17,YES,NO
FT_T_ISPS,FT_T_ISPS_P0,,0,,09-MAY-17,YES,NO
FT_T_ISPT,,,0,0,09-MAY-17,YES,NO
FT_T_ISRR,,,0,0,09-MAY-17,YES,NO
FT_T_ISRS,,,0,0,09-MAY-17,YES,NO
FT_T_ISRT,,,0,0,08-JUN-17,YES,NO
FT_T_ISRV,,,0,0,08-MAR-18,YES,NO
FT_T_ISSC,,,0,0,09-MAY-17,YES,NO
FT_T_ISSR,,,0,0,16-MAR-18,YES,NO
FT_T_ISSS,,,0,0,20-OCT-17,YES,NO
FT_T_ISST,,,5,5,08-MAR-18,YES,NO
FT_T_ISSU,,,37380,37380,13-MAR-18,YES,NO
FT_T_ISTA,,,0,0,09-MAY-17,YES,NO
FT_T_ISTF,,,0,0,09-MAY-17,YES,NO
FT_T_ISTK,,,0,0,09-MAY-17,YES,NO
FT_T_ISTV,,,0,0,08-MAR-18,YES,NO
FT_T_ISTY,,,194,194,05-MAR-18,YES,NO
FT_T_ISUP,,,0,0,09-MAY-17,YES,NO
FT_T_ISXR,,,0,0,09-MAY-17,YES,NO
FT_T_ITCD,,,0,0,09-MAY-17,YES,NO
FT_T_ITCI,,,0,0,09-MAY-17,YES,NO
FT_T_ITGP,,,0,0,09-MAY-17,YES,NO
FT_T_ITGR,,,1,1,09-MAY-17,YES,NO
FT_T_ITRN,,,0,0,09-MAY-17,YES,NO
FT_T_ITXT,,,0,0,09-MAY-17,YES,NO
FT_T_IYCL,,,0,0,09-MAY-17,YES,NO
FT_T_JBDF,,,0,0,09-MAY-17,YES,NO
FT_T_JBLG,,,2347,2347,16-MAR-18,YES,NO
FT_T_JBOV,,,0,0,09-MAY-17,YES,NO
FT_T_JBSP,,,0,0,09-MAY-17,YES,NO
FT_T_JBST,,,0,0,09-MAY-17,YES,NO
FT_T_JBST,FT_T_JBST_P0,,0,,09-MAY-17,YES,NO
FT_T_LACP,,,0,0,09-MAY-17,YES,NO
FT_T_LAGR,,,5,5,09-MAY-17,YES,NO
FT_T_LAOV,,,0,0,09-MAY-17,YES,NO
FT_T_LCME,,,0,0,09-MAY-17,YES,NO
FT_T_LENC,,,0,0,09-MAY-17,YES,NO
FT_T_LENH,,,0,0,09-MAY-17,YES,NO
FT_T_LENJ,,,0,0,09-MAY-17,YES,NO
FT_T_LENR,,,0,0,09-MAY-17,YES,NO
FT_T_LGCH,,,9,9,05-MAR-18,YES,NO
FT_T_LGER,,,202,202,05-MAR-18,YES,NO
FT_T_LGGP,,,0,0,09-MAY-17,YES,NO
FT_T_LGGR,,,1,1,09-MAY-17,YES,NO
FT_T_LGID,,,0,0,09-MAY-17,YES,NO
FT_T_LGLI,,,157,157,05-MAR-18,YES,NO
FT_T_LGTY,,,9,9,05-MAR-18,YES,NO
FT_T_LLRL,,,0,0,09-MAY-17,YES,NO
FT_T_LMAH,,,0,0,09-MAY-17,YES,NO
FT_T_LMBD,,,0,0,09-MAY-17,YES,NO
FT_T_LMCH,,,0,0,08-JUN-17,YES,NO
FT_T_LMDL,,,0,0,09-MAY-17,YES,NO
FT_T_LMDS,,,0,0,09-MAY-17,YES,NO
FT_T_LMGP,,,0,0,09-MAY-17,YES,NO
FT_T_LMGR,,,0,0,09-MAY-17,YES,NO
FT_T_LMGU,,,0,0,09-MAY-17,YES,NO
FT_T_LMHS,,,0,0,09-MAY-17,YES,NO
FT_T_LMID,,,0,0,09-MAY-17,YES,NO
FT_T_LMIS,,,0,0,09-MAY-17,YES,NO
FT_T_LMPP,,,0,0,09-MAY-17,YES,NO
FT_T_LMQV,,,0,0,09-MAY-17,YES,NO
FT_T_LMRT,,,0,0,09-MAY-17,YES,NO
FT_T_LMST,,,0,0,09-MAY-17,YES,NO
FT_T_LMTG,,,0,0,08-JUN-17,YES,NO
FT_T_LMTY,,,0,0,09-MAY-17,YES,NO
FT_T_LMUS,,,0,0,09-MAY-17,YES,NO
FT_T_LOTH,,,0,0,09-MAY-17,YES,NO
FT_T_LOTH,FT_T_LOTH_P0,,0,,09-MAY-17,YES,NO
FT_T_LOTJ,,,0,0,09-MAY-17,YES,NO
FT_T_LOTJ,FT_T_LOTJ_P0,,0,,09-MAY-17,YES,NO
FT_T_LOTR,,,82,82,09-MAY-17,YES,NO
FT_T_LOTS,,,0,0,09-MAY-17,YES,NO
FT_T_LOTV,,,0,0,09-MAY-17,YES,NO
FT_T_LPIN,,,0,0,09-MAY-17,YES,NO
FT_T_LPMT,,,0,0,09-MAY-17,YES,NO
FT_T_LPPR,,,0,0,09-MAY-17,YES,NO
FT_T_LPPT,,,0,0,09-MAY-17,YES,NO
FT_T_LPSG,,,0,0,09-MAY-17,YES,NO
FT_T_MADC,,,0,0,09-MAY-17,YES,NO
FT_T_MADR,,,1306,1306,20-OCT-17,YES,NO
FT_T_MAGD,,,0,0,09-MAY-17,YES,NO
FT_T_MAGH,,,0,0,09-MAY-17,YES,NO
FT_T_MAGM,,,0,0,09-MAY-17,YES,NO
FT_T_MCDF,,,0,0,09-MAY-17,YES,NO
FT_T_MDCF,,,0,0,09-MAY-17,YES,NO
FT_T_MDDF,,,321,321,09-MAY-17,YES,NO
FT_T_MDEC,,,332,332,09-MAY-17,YES,NO
FT_T_MDSP,,,6850,6850,09-MAY-17,YES,NO
FT_T_MDTP,,,41,41,09-MAY-17,YES,NO
FT_T_MDTT,,,0,0,09-MAY-17,YES,NO
FT_T_MDTY,,,261,261,12-MAY-17,YES,NO
FT_T_MEDF,,,813,813,05-MAR-18,YES,NO
FT_T_MFMT,,,25,25,05-MAR-18,YES,NO
FT_T_MICL,,,0,0,09-MAY-17,YES,NO
FT_T_MICM,,,0,0,09-MAY-17,YES,NO
FT_T_MISR,,,0,0,09-MAY-17,YES,NO
FT_T_MIXR,,,97609,97609,12-MAR-18,YES,NO
FT_T_MKAA,,,0,0,09-MAY-17,YES,NO
FT_T_MKAB,,,0,0,09-MAY-17,YES,NO
FT_T_MKAE,,,0,0,09-MAY-17,YES,NO
FT_T_MKAG,,,0,0,09-MAY-17,YES,NO
FT_T_MKAR,,,0,0,09-MAY-17,YES,NO
FT_T_MKCA,,,0,0,09-MAY-17,YES,NO
FT_T_MKCB,,,0,0,09-MAY-17,YES,NO
FT_T_MKCD,,,0,0,09-MAY-17,YES,NO
FT_T_MKCL,,,0,0,09-MAY-17,YES,NO
FT_T_MKCR,,,0,0,09-MAY-17,YES,NO
FT_T_MKDV,,,0,0,09-MAY-17,YES,NO
FT_T_MKGP,,,0,0,09-MAY-17,YES,NO
FT_T_MKGR,,,0,0,09-MAY-17,YES,NO
FT_T_MKGU,,,0,0,09-MAY-17,YES,NO
FT_T_MKID,,,4227,4227,05-MAR-18,YES,NO
FT_T_MKIS,,,39897,39897,08-MAR-18,YES,NO
FT_T_MKQS,,,0,0,09-MAY-17,YES,NO
FT_T_MKRL,,,0,0,09-MAY-17,YES,NO
FT_T_MKTC,,,0,0,05-MAR-18,YES,NO
FT_T_MKTS,,,0,0,09-MAY-17,YES,NO
FT_T_MMCA,,,0,0,09-MAY-17,YES,NO
FT_T_MMRL,,,0,0,09-MAY-17,YES,NO
FT_T_MMXR,,,0,0,09-MAY-17,YES,NO
FT_T_MNCH,,,0,0,09-MAY-17,YES,NO
FT_T_MNES,,,0,0,09-MAY-17,YES,NO
FT_T_MNPU,,,0,0,09-MAY-17,YES,NO
FT_T_MODF,,,1655,1655,05-MAR-18,YES,NO
FT_T_MPPT,,,0,0,09-MAY-17,YES,NO
FT_T_MPRC,,,0,0,09-MAY-17,YES,NO
FT_T_MPRC,FT_T_MPRC_P0,,0,,09-MAY-17,YES,NO
FT_T_MPVP,,,0,0,09-MAY-17,YES,NO
FT_T_MRKT,,,2185,2185,08-MAR-18,YES,NO
FT_T_MRLP,,,0,0,09-MAY-17,YES,NO
FT_T_MROV,,,0,0,09-MAY-17,YES,NO
FT_T_MRSP,,,0,0,09-MAY-17,YES,NO
FT_T_MSCH,,,0,0,08-MAR-18,YES,NO
FT_T_MSDF,,,775,775,09-MAY-17,YES,NO
FT_T_MSGF,,,49488,49488,06-MAR-18,YES,NO
FT_T_MSGO,,,0,0,09-MAY-17,YES,NO
FT_T_MSGP,,,12261433,12261433,16-MAR-18,YES,NO
FT_T_MSGR,,,0,0,09-MAY-17,YES,NO
FT_T_MSGS,,,20245,20245,06-MAR-18,YES,NO
FT_T_MSGV,,,211220,211220,05-MAR-18,YES,NO
FT_T_MSRC,,,0,0,09-MAY-17,YES,NO
FT_T_MTAH,,,0,0,09-MAY-17,YES,NO
FT_T_MTCN,,,0,0,09-MAY-17,YES,NO
FT_T_MTDC,,,0,0,20-OCT-17,YES,NO
FT_T_MTDI,,,0,0,20-OCT-17,YES,NO
FT_T_MTDP,,,0,0,09-MAY-17,YES,NO
FT_T_MTEX,,,0,0,09-MAY-17,YES,NO
FT_T_MTFC,,,0,0,09-MAY-17,YES,NO
FT_T_MTFD,,,0,0,08-JUN-17,YES,NO
FT_T_MTFP,,,0,0,09-MAY-17,YES,NO
FT_T_MTGD,,,0,0,20-OCT-17,YES,NO
FT_T_MTGP,,,0,0,05-MAR-18,YES,NO
FT_T_MTGR,,,0,0,09-MAY-17,YES,NO
FT_T_MTIP,,,111,111,09-MAY-17,YES,NO
FT_T_MTOV,,,0,0,09-MAY-17,YES,NO
FT_T_MTPT,,,0,0,09-MAY-17,YES,NO
FT_T_MTRI,,,0,0,09-MAY-17,YES,NO
FT_T_MTRX,,,0,0,09-MAY-17,YES,NO
FT_T_MTST,,,0,0,09-MAY-17,YES,NO
FT_T_MTXI,,,0,0,09-MAY-17,YES,NO
FT_T_MTXV,,,0,0,09-MAY-17,YES,NO
FT_T_MUPH,,,0,0,09-MAY-17,YES,NO
FT_T_MUPX,,,0,0,09-MAY-17,YES,NO
FT_T_MUST,,,0,0,09-MAY-17,YES,NO
FT_T_MVPA,,,0,0,09-MAY-17,YES,NO
FT_T_MVPF,,,0,0,09-MAY-17,YES,NO
FT_T_MVPS,,,0,0,09-MAY-17,YES,NO
FT_T_MXGP,,,0,0,09-MAY-17,YES,NO
FT_T_MXGR,,,0,0,09-MAY-17,YES,NO
FT_T_NAAJ,,,0,0,09-MAY-17,YES,NO
FT_T_NAAJ,FT_T_NAAJ_P0,,0,,09-MAY-17,YES,NO
FT_T_NAHO,,,0,0,09-MAY-17,YES,NO
FT_T_NAOJ,,,0,0,09-MAY-17,YES,NO
FT_T_NAOJ,FT_T_NAOJ_P0,,0,,09-MAY-17,YES,NO
FT_T_NCAJ,,,0,0,09-MAY-17,YES,NO
FT_T_NCAJ,FT_T_NCAJ_P0,,0,,09-MAY-17,YES,NO
FT_T_NCDF,,,36,36,05-MAR-18,YES,NO
FT_T_NCOJ,,,0,0,09-MAY-17,YES,NO
FT_T_NCOJ,FT_T_NCOJ_P0,,0,,09-MAY-17,YES,NO
FT_T_NDMV,,,0,0,09-MAY-17,YES,NO
FT_T_NFLD,,,0,0,09-MAY-17,YES,NO
FT_T_NGCD,,,0,0,09-MAY-17,YES,NO
FT_T_NGIN,,,0,0,09-MAY-17,YES,NO
FT_T_NHOJ,,,0,0,09-MAY-17,YES,NO
FT_T_NHOJ,FT_T_NHOJ_P0,,0,,09-MAY-17,YES,NO
FT_T_NICD,,,0,0,09-MAY-17,YES,NO
FT_T_NLNM,,,5,5,05-MAR-18,YES,NO
FT_T_NLOJ,,,0,0,09-MAY-17,YES,NO
FT_T_NLOJ,FT_T_NLOJ_P0,,0,,09-MAY-17,YES,NO
FT_T_NLXD,,,0,0,09-MAY-17,YES,NO
FT_T_NPCL,,,0,0,09-MAY-17,YES,NO
FT_T_NPOJ,,,0,0,09-MAY-17,YES,NO
FT_T_NPOJ,FT_T_NPOJ_P0,,0,,09-MAY-17,YES,NO
FT_T_NPPR,,,6,6,05-MAR-18,YES,NO
FT_T_NTDF,,,1479,1479,05-MAR-18,YES,NO
FT_T_NTEL,,,50012,50012,05-MAR-18,YES,NO
FT_T_NTKB,,,1,1,05-MAR-18,YES,NO
FT_T_NTLG,,,0,0,09-MAY-17,YES,NO
FT_T_NTPM,,,6011,6011,05-MAR-18,YES,NO
FT_T_NTPV,,,0,0,09-MAY-17,YES,NO
FT_T_NTRS,,,1418,1418,05-MAR-18,YES,NO
FT_T_NTXT,,,1479,1479,05-MAR-18,YES,NO
FT_T_OACI,,,0,0,09-MAY-17,YES,NO
FT_T_OPCH,,,0,0,09-MAY-17,YES,NO
FT_T_OPDF,,,0,0,09-MAY-17,YES,NO
FT_T_OPGP,,,0,0,09-MAY-17,YES,NO
FT_T_OPGR,,,0,0,09-MAY-17,YES,NO
FT_T_OTAC,,,0,0,09-MAY-17,YES,NO
FT_T_OTDF,,,0,0,09-MAY-17,YES,NO
FT_T_OTOB,,,0,0,09-MAY-17,YES,NO
FT_T_OTOP,,,0,0,09-MAY-17,YES,NO
FT_T_OTPA,,,0,0,09-MAY-17,YES,NO
FT_T_OTPS,,,0,0,09-MAY-17,YES,NO
FT_T_OTRQ,,,0,0,09-MAY-17,YES,NO
FT_T_OVRC,,,0,0,16-MAR-18,YES,NO
FT_T_PADR,,,0,0,09-MAY-17,YES,NO
FT_T_PBAT,,,8499632,8499632,08-MAR-18,YES,NO
FT_T_PBC1,,,1,1,12-MAY-17,YES,NO
FT_T_PBCH,,,0,0,05-MAR-18,YES,NO
FT_T_PBCU,,,0,0,09-MAY-17,YES,NO
FT_T_PBDP,,,8470161,8470161,08-MAR-18,YES,NO
FT_T_PBLM,,,0,0,09-MAY-17,YES,NO
FT_T_PBVP,,,0,0,09-MAY-17,YES,NO
FT_T_PCAC,,,0,0,09-MAY-17,YES,NO
FT_T_PCCM,,,0,0,09-MAY-17,YES,NO
FT_T_PCCO,,,0,0,09-MAY-17,YES,NO
FT_T_PCFD,,,0,0,09-MAY-17,YES,NO
FT_T_PCGP,,,0,0,09-MAY-17,YES,NO
FT_T_PCGR,,,0,0,09-MAY-17,YES,NO
FT_T_PCLS,,,0,0,09-MAY-17,YES,NO
FT_T_PCMX,,,0,0,09-MAY-17,YES,NO
FT_T_PCOP,,,0,0,09-MAY-17,YES,NO
FT_T_PCPF,,,0,0,09-MAY-17,YES,NO
FT_T_PCRL,,,0,0,20-OCT-17,YES,NO
FT_T_PCRP,,,0,0,09-MAY-17,YES,NO
FT_T_PCRV,,,0,0,09-MAY-17,YES,NO
FT_T_PCSE,,,0,0,09-MAY-17,YES,NO
FT_T_PCST,,,0,0,09-MAY-17,YES,NO
FT_T_PCST,FT_T_PCST_P0,,0,,09-MAY-17,YES,NO
FT_T_PDCH,,,0,0,09-MAY-17,YES,NO
FT_T_PDDF,,,0,0,09-MAY-17,YES,NO
FT_T_PDGP,,,0,0,09-MAY-17,YES,NO
FT_T_PDGR,,,0,0,09-MAY-17,YES,NO
FT_T_PDIN,,,0,0,09-MAY-17,YES,NO
FT_T_PDLI,,,0,0,09-MAY-17,YES,NO
FT_T_PDRP,,,0,0,08-JUN-17,YES,NO
FT_T_PDRQ,,,0,0,09-MAY-17,YES,NO
FT_T_PDRV,,,0,0,08-JUN-17,YES,NO
FT_T_PECN,,,0,0,09-MAY-17,YES,NO
FT_T_PEDF,,,0,0,09-MAY-17,YES,NO
FT_T_PENC,,,0,0,09-MAY-17,YES,NO
FT_T_PENH,,,0,0,09-MAY-17,YES,NO
FT_T_PENJ,,,0,0,09-MAY-17,YES,NO
FT_T_PENM,,,0,0,09-MAY-17,YES,NO
FT_T_PENR,,,7,7,09-MAY-17,YES,NO
FT_T_PEVD,,,0,0,09-MAY-17,YES,NO
FT_T_PEVI,,,0,0,09-MAY-17,YES,NO
FT_T_PEVL,,,0,0,09-MAY-17,YES,NO
FT_T_PEVP,,,0,0,09-MAY-17,YES,NO
FT_T_PFAA,,,0,0,09-MAY-17,YES,NO
FT_T_PFAC,,,0,0,09-MAY-17,YES,NO
FT_T_PFAG,,,0,0,09-MAY-17,YES,NO
FT_T_PFAM,,,0,0,09-MAY-17,YES,NO
FT_T_PFAP,,,0,0,09-MAY-17,YES,NO
FT_T_PFAR,,,0,0,09-MAY-17,YES,NO
FT_T_PFCD,,,0,0,09-MAY-17,YES,NO
FT_T_PFCH,,,0,0,09-MAY-17,YES,NO
FT_T_PFCV,,,0,0,09-MAY-17,YES,NO
FT_T_PFCY,,,0,0,09-MAY-17,YES,NO
FT_T_PFDC,,,0,0,09-MAY-17,YES,NO
FT_T_PFDH,,,0,0,09-MAY-17,YES,NO
FT_T_PFGP,,,0,0,09-MAY-17,YES,NO
FT_T_PFGR,,,0,0,09-MAY-17,YES,NO
FT_T_PFIN,,,0,0,09-MAY-17,YES,NO
FT_T_PFRT,,,0,0,09-MAY-17,YES,NO
FT_T_PFTR,,,0,0,09-MAY-17,YES,NO
FT_T_PGIN,,,0,0,09-MAY-17,YES,NO
FT_T_PGMD,,,80,80,05-MAR-18,YES,NO
FT_T_PGTB,,,23,23,09-MAY-17,YES,NO
FT_T_PIRL,,,0,0,09-MAY-17,YES,NO
FT_T_PISR,,,0,0,09-MAY-17,YES,NO
FT_T_PJPN,,,0,0,09-MAY-17,YES,NO
FT_T_PJPP,,,0,0,09-MAY-17,YES,NO
FT_T_PKCT,,,0,0,09-MAY-17,YES,NO
FT_T_PKDF,,,0,0,09-MAY-17,YES,NO
FT_T_PKIN,,,0,0,09-MAY-17,YES,NO
FT_T_PKRP,,,0,0,09-MAY-17,YES,NO
FT_T_PKRQ,,,0,0,09-MAY-17,YES,NO
FT_T_PLMP,,,0,0,09-MAY-17,YES,NO
FT_T_PLMR,,,0,0,09-MAY-17,YES,NO
FT_T_PLNE,,,0,0,09-MAY-17,YES,NO
FT_T_PLOG,,,0,0,09-MAY-17,YES,NO
FT_T_PLST,,,0,0,09-MAY-17,YES,NO
FT_T_PMPP,,,0,0,09-MAY-17,YES,NO
FT_T_PNAC,,,0,0,09-MAY-17,YES,NO
FT_T_PNCO,,,0,0,09-MAY-17,YES,NO
